county,county_fips,state,total_population,health_service_area_number,health_service_area,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid-19_community_level,date_updated
"Washington County, MS",28151,Mississippi,"43,909",488,"Washington, MS - Sharkey, MS",4.70%,2,54.66,Low,3/10/22
"Wayne County, MS",28153,Mississippi,"20,183",455,"Jones, MS - Wayne, MS",2.90%,5.8,54.5,Low,3/10/22
"Webster County, MS",28155,Mississippi,"9,689",484,"Oktibbeha, MS - Winston, MS",2.60%,5.9,51.6,Low,3/10/22
"Wilkinson County, MS",28157,Mississippi,"8,630",525,"Wilkinson, MS",0.00%,0,23.17,Low,3/10/22
"Winston County, MS",28159,Mississippi,"17,955",484,"Oktibbeha, MS - Winston, MS",2.60%,5.9,55.69,Low,3/10/22
"Yalobusha County, MS",28161,Mississippi,"12,108",459,"Lafayette, MS - Calhoun, MS",3.90%,3.7,8.26,Low,3/10/22
"Yazoo County, MS",28163,Mississippi,"29,690",533,"Yazoo, MS",8.60%,0,26.95,Low,3/10/22
"Adair County, MO",29001,Missouri,"25,343",566,"Adair, MO - Sullivan, MO",2.00%,2,63.13,Low,3/10/22
"Andrew County, MO",29003,Missouri,"17,712",591,"Buchanan (St. Joseph), MO - Nodaway, MO",7.60%,13.4,28.23,Medium,3/10/22
"Atchison County, MO",29005,Missouri,"5,143",678,"Atchison, MO - Holt, MO",0.80%,0,77.78,Low,3/10/22
"Audrain County, MO",29007,Missouri,"25,388",666,"Audrain, MO - Montgomery, MO",0.00%,0,74.84,Low,3/10/22
"Barry County, MO",29009,Missouri,"35,789",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,58.68,Low,3/10/22
"Barton County, MO",29011,Missouri,"11,754",539,"Jasper (Joplin), MO - Newton, MO",6.50%,7.3,34.03,Low,3/10/22
"Bates County, MO",29013,Missouri,"16,172",607,"Henry, MO - Bates, MO",5.00%,12.7,68.02,Medium,3/10/22
"Benton County, MO",29015,Missouri,"19,443",656,"Pettis, MO - Saline, MO",2.90%,1.9,87.44,Low,3/10/22
"Bollinger County, MO",29017,Missouri,"12,133",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,412.1,Medium,3/10/22
"Boone County, MO",29019,Missouri,"180,463",553,"Boone (Columbia), MO - Randolph, MO",4.30%,6.9,38.23,Low,3/10/22
"Buchanan County, MO",29021,Missouri,"87,364",591,"Buchanan (St. Joseph), MO - Nodaway, MO",7.60%,13.4,108.74,Medium,3/10/22
"Butler County, MO",29023,Missouri,"42,478",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,30.6,Low,3/10/22
"Caldwell County, MO",29025,Missouri,"9,020",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,77.61,Medium,3/10/22
"Callaway County, MO",29027,Missouri,"44,743",581,"Cole, MO - Callaway, MO",7.80%,4.9,198.91,Low,3/10/22
"Camden County, MO",29029,Missouri,"46,305",685,"Camden, MO",4.10%,15.1,23.76,Medium,3/10/22
"Cape Girardeau County, MO",29031,Missouri,"78,871",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,110.31,Low,3/10/22
"Carroll County, MO",29033,Missouri,"8,679",657,"Livingston, MO - Carroll, MO",3.10%,4.2,11.52,Low,3/10/22
"Carter County, MO",29035,Missouri,"5,982",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,66.87,Low,3/10/22
"Cass County, MO",29037,Missouri,"105,780",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,60.5,Medium,3/10/22
"Cedar County, MO",29039,Missouri,"14,349",639,"Vernon, MO - Cedar, MO",2.40%,2.9,27.88,Low,3/10/22
"Chariton County, MO",29041,Missouri,"7,426",553,"Boone (Columbia), MO - Randolph, MO",4.30%,6.9,53.86,Low,3/10/22
"Christian County, MO",29043,Missouri,"88,595",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,54.18,Low,3/10/22
"Clark County, MO",29045,Missouri,"6,797",367,"Lee, IA - Hancock, IL",7.10%,1.7,44.14,Low,3/10/22
"Clay County, MO",29047,Missouri,"249,948",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,3.6,Medium,3/10/22
"Clinton County, MO",29049,Missouri,"20,387",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,142.25,Medium,3/10/22
"Cole County, MO",29051,Missouri,"76,745",581,"Cole, MO - Callaway, MO",7.80%,4.9,91.21,Low,3/10/22
"Cooper County, MO",29053,Missouri,"17,709",553,"Boone (Columbia), MO - Randolph, MO",4.30%,6.9,45.17,Low,3/10/22
"Crawford County, MO",29055,Missouri,"23,920",581,"Cole, MO - Callaway, MO",7.80%,4.9,37.63,Low,3/10/22
"Dade County, MO",29057,Missouri,"7,561",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,26.45,Low,3/10/22
"Dallas County, MO",29059,Missouri,"16,878",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,53.32,Low,3/10/22
"Daviess County, MO",29061,Missouri,"8,278",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,253.68,High,3/10/22
"DeKalb County, MO",29063,Missouri,"12,547",591,"Buchanan (St. Joseph), MO - Nodaway, MO",7.60%,13.4,71.73,Medium,3/10/22
"Dent County, MO",29065,Missouri,"15,573",627,"Pulaski, MO - Phelps, MO",6.60%,5.9,51.37,Low,3/10/22
"Douglas County, MO",29067,Missouri,"13,185",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,45.51,Low,3/10/22
"Dunklin County, MO",29069,Missouri,"29,131",571,"Craighead, AR - Greene, AR",3.50%,5.1,315.81,Medium,3/10/22
"Franklin County, MO",29071,Missouri,"103,967",541,"St. Louis, MO - St. Louis City, MO",5.90%,8.4,43.28,Low,3/10/22
"Gasconade County, MO",29073,Missouri,"14,706",581,"Cole, MO - Callaway, MO",7.80%,4.9,88.4,Low,3/10/22
"Gentry County, MO",29075,Missouri,"6,571",591,"Buchanan (St. Joseph), MO - Nodaway, MO",7.60%,13.4,213.06,High,3/10/22
"Greene County, MO",29077,Missouri,"293,086",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,60.73,Low,3/10/22
"Grundy County, MO",29079,Missouri,"9,850",683,"Grundy, MO - Mercer, MO",25.70%,29.7,253.81,High,3/10/22
"Harrison County, MO",29081,Missouri,"8,352",591,"Buchanan (St. Joseph), MO - Nodaway, MO",7.60%,13.4,47.89,Medium,3/10/22
"Henry County, MO",29083,Missouri,"21,824",607,"Henry, MO - Bates, MO",5.00%,12.7,64.15,Medium,3/10/22
"Hickory County, MO",29085,Missouri,"9,544",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,83.82,Low,3/10/22
"Holt County, MO",29087,Missouri,"4,403",678,"Atchison, MO - Holt, MO",0.80%,0,181.69,Low,3/10/22
"Howard County, MO",29089,Missouri,"10,001",553,"Boone (Columbia), MO - Randolph, MO",4.30%,6.9,30,Low,3/10/22
"Howell County, MO",29091,Missouri,"40,117",574,"Howell, MO - Independence, AR",4.60%,7.2,92.23,Low,3/10/22
"Iron County, MO",29093,Missouri,"10,125",541,"St. Louis, MO - St. Louis City, MO",5.90%,8.4,49.38,Low,3/10/22
"Jackson County, MO",29095,Missouri,"703,011",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,68.85,Medium,3/10/22
"Jasper County, MO",29097,Missouri,"121,328",539,"Jasper (Joplin), MO - Newton, MO",6.50%,7.3,40.39,Low,3/10/22
"Jefferson County, MO",29099,Missouri,"225,081",541,"St. Louis, MO - St. Louis City, MO",5.90%,8.4,50.65,Low,3/10/22
"Johnson County, MO",29101,Missouri,"54,062",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,107.28,Medium,3/10/22
"Knox County, MO",29103,Missouri,"3,959",566,"Adair, MO - Sullivan, MO",2.00%,2,75.78,Low,3/10/22
"Laclede County, MO",29105,Missouri,"35,723",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,39.19,Low,3/10/22
"Lafayette County, MO",29107,Missouri,"32,708",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,131.47,Medium,3/10/22
"Lawrence County, MO",29109,Missouri,"38,355",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,91.25,Low,3/10/22
"Lewis County, MO",29111,Missouri,"9,776",353,"Adams, IL - Marion, MO",2.90%,12.2,286.42,High,3/10/22
"Lincoln County, MO",29113,Missouri,"59,013",599,"St. Charles (St. Charles), MO - Lincoln, MO",4.40%,2.6,33.89,Low,3/10/22
"Linn County, MO",29115,Missouri,"11,920",673,"Linn, MO",0.00%,0,243.29,Medium,3/10/22
"Livingston County, MO",29117,Missouri,"15,227",657,"Livingston, MO - Carroll, MO",3.10%,4.2,91.94,Low,3/10/22
"McDonald County, MO",29119,Missouri,"22,837",539,"Jasper (Joplin), MO - Newton, MO",6.50%,7.3,157.64,Low,3/10/22
"Macon County, MO",29121,Missouri,"15,117",553,"Boone (Columbia), MO - Randolph, MO",4.30%,6.9,6.62,Low,3/10/22
"Madison County, MO",29123,Missouri,"12,088",663,"Madison, MO",5.90%,24.8,49.64,High,3/10/22
"Maries County, MO",29125,Missouri,"8,697",581,"Cole, MO - Callaway, MO",7.80%,4.9,68.99,Low,3/10/22
"Marion County, MO",29127,Missouri,"28,530",353,"Adams, IL - Marion, MO",2.90%,12.2,49.07,Medium,3/10/22
"Mercer County, MO",29129,Missouri,"3,617",683,"Grundy, MO - Mercer, MO",25.70%,29.7,82.94,High,3/10/22
"Miller County, MO",29131,Missouri,"25,619",581,"Cole, MO - Callaway, MO",7.80%,4.9,46.84,Low,3/10/22
"Mississippi County, MO",29133,Missouri,"13,180",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,356.6,Medium,3/10/22
"Moniteau County, MO",29135,Missouri,"16,132",581,"Cole, MO - Callaway, MO",7.80%,4.9,30.99,Low,3/10/22
"Monroe County, MO",29137,Missouri,"8,644",666,"Audrain, MO - Montgomery, MO",0.00%,0,92.55,Low,3/10/22
"Montgomery County, MO",29139,Missouri,"11,551",666,"Audrain, MO - Montgomery, MO",0.00%,0,51.94,Low,3/10/22
"Morgan County, MO",29141,Missouri,"20,627",656,"Pettis, MO - Saline, MO",2.90%,1.9,48.48,Low,3/10/22
"New Madrid County, MO",29143,Missouri,"17,076",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,58.56,Low,3/10/22
"Newton County, MO",29145,Missouri,"58,236",539,"Jasper (Joplin), MO - Newton, MO",6.50%,7.3,30.91,Low,3/10/22
"Nodaway County, MO",29147,Missouri,"22,092",591,"Buchanan (St. Joseph), MO - Nodaway, MO",7.60%,13.4,95.06,Medium,3/10/22
"Oregon County, MO",29149,Missouri,"10,529",574,"Howell, MO - Independence, AR",4.60%,7.2,47.49,Low,3/10/22
"Osage County, MO",29151,Missouri,"13,615",581,"Cole, MO - Callaway, MO",7.80%,4.9,88.14,Low,3/10/22
"Ozark County, MO",29153,Missouri,"9,174",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,98.1,Low,3/10/22
"Pemiscot County, MO",29155,Missouri,"15,805",614,"Mississippi, AR - Pemiscot, MO",2.70%,5.3,94.91,Low,3/10/22
"Perry County, MO",29157,Missouri,"19,136",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,172.45,Low,3/10/22
"Pettis County, MO",29159,Missouri,"42,339",656,"Pettis, MO - Saline, MO",2.90%,1.9,61.41,Low,3/10/22
"Phelps County, MO",29161,Missouri,"44,573",627,"Pulaski, MO - Phelps, MO",6.60%,5.9,139.1,Low,3/10/22
"Pike County, MO",29163,Missouri,"18,302",353,"Adams, IL - Marion, MO",2.90%,12.2,76.49,Medium,3/10/22
"Platte County, MO",29165,Missouri,"104,418",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,27.77,Medium,3/10/22
"Polk County, MO",29167,Missouri,"32,149",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,24.88,Low,3/10/22
"Pulaski County, MO",29169,Missouri,"52,607",627,"Pulaski, MO - Phelps, MO",6.60%,5.9,36.12,Low,3/10/22
"Putnam County, MO",29171,Missouri,"4,696",566,"Adair, MO - Sullivan, MO",2.00%,2,149.06,Low,3/10/22
"Ralls County, MO",29173,Missouri,"10,309",353,"Adams, IL - Marion, MO",2.90%,12.2,164.9,Medium,3/10/22
"Randolph County, MO",29175,Missouri,"24,748",553,"Boone (Columbia), MO - Randolph, MO",4.30%,6.9,56.57,Low,3/10/22
"Ray County, MO",29177,Missouri,"23,018",548,"Jackson (Kansas City), MO - Clay, MO",7.10%,10.3,39.1,Medium,3/10/22
"Reynolds County, MO",29179,Missouri,"6,270",627,"Pulaski, MO - Phelps, MO",6.60%,5.9,79.74,Low,3/10/22
"Ripley County, MO",29181,Missouri,"13,288",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,30.1,Low,3/10/22
"St. Charles County, MO",29183,Missouri,"402,022",599,"St. Charles (St. Charles), MO - Lincoln, MO",4.40%,2.6,42.29,Low,3/10/22
"St. Clair County, MO",29185,Missouri,"9,397",607,"Henry, MO - Bates, MO",5.00%,12.7,42.57,Medium,3/10/22
"Ste. Genevieve County, MO",29186,Missouri,"17,894",541,"St. Louis, MO - St. Louis City, MO",5.90%,8.4,5.59,Low,3/10/22
"St. Francois County, MO",29187,Missouri,"67,215",541,"St. Louis, MO - St. Louis City, MO",5.90%,8.4,165.14,Low,3/10/22
"St. Louis County, MO",29189,Missouri,"994,205",541,"St. Louis, MO - St. Louis City, MO",5.90%,8.4,50.19,Low,3/10/22
"Saline County, MO",29195,Missouri,"22,761",656,"Pettis, MO - Saline, MO",2.90%,1.9,43.93,Low,3/10/22
"Schuyler County, MO",29197,Missouri,"4,660",566,"Adair, MO - Sullivan, MO",2.00%,2,64.38,Low,3/10/22
"Scotland County, MO",29199,Missouri,"4,902",566,"Adair, MO - Sullivan, MO",2.00%,2,0,Low,3/10/22
"Scott County, MO",29201,Missouri,"38,280",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,133.23,Low,3/10/22
"Shannon County, MO",29203,Missouri,"8,166",574,"Howell, MO - Independence, AR",4.60%,7.2,85.72,Low,3/10/22
"Shelby County, MO",29205,Missouri,"5,930",553,"Boone (Columbia), MO - Randolph, MO",4.30%,6.9,67.45,Low,3/10/22
"Stoddard County, MO",29207,Missouri,"29,025",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,44.79,Low,3/10/22
"Stone County, MO",29209,Missouri,"31,952",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,56.33,Low,3/10/22
"Sullivan County, MO",29211,Missouri,"6,089",566,"Adair, MO - Sullivan, MO",2.00%,2,16.42,Low,3/10/22
"Taney County, MO",29213,Missouri,"55,928",676,"Taney, MO",5.80%,10.7,67.94,Medium,3/10/22
"Texas County, MO",29215,Missouri,"25,398",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,86.62,Low,3/10/22
"Vernon County, MO",29217,Missouri,"20,563",639,"Vernon, MO - Cedar, MO",2.40%,2.9,68.08,Low,3/10/22
"Warren County, MO",29219,Missouri,"35,649",599,"St. Charles (St. Charles), MO - Lincoln, MO",4.40%,2.6,56.1,Low,3/10/22
"Washington County, MO",29221,Missouri,"24,730",541,"St. Louis, MO - St. Louis City, MO",5.90%,8.4,68.74,Low,3/10/22
"Wayne County, MO",29223,Missouri,"12,873",563,"Cape Girardeau, MO - Butler, MO",3.70%,3.5,23.3,Low,3/10/22
"Webster County, MO",29225,Missouri,"39,592",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,45.46,Low,3/10/22
"Worth County, MO",29227,Missouri,"2,013",591,"Buchanan (St. Joseph), MO - Nodaway, MO",7.60%,13.4,99.35,Medium,3/10/22
"Wright County, MO",29229,Missouri,"18,289",549,"Greene (Springfield), MO - Christian, MO",6.40%,7.5,98.42,Low,3/10/22
"St. Louis city, MO",29510,Missouri,"300,576",541,"St. Louis, MO - St. Louis City, MO",5.90%,8.4,52.9,Low,3/10/22
"Beaverhead County, MT",30001,Montana,"9,453",742,"Silver Bow, MT - Deer Lodge, MT",1.80%,5.6,74.05,Low,3/10/22
"Big Horn County, MT",30003,Montana,"13,319",691,"Yellowstone (Billings), MT - Big Horn, MT",4.10%,16.7,1223.82,High,3/10/22
"Blaine County, MT",30005,Montana,"6,681",712,"Hill, MT - Blaine, MT",2.30%,0,883.1,Medium,3/10/22
"Broadwater County, MT",30007,Montana,"6,237",721,"Lewis and Clark, MT - Jefferson, MT",5.00%,6.8,208.43,Medium,3/10/22
"Carbon County, MT",30009,Montana,"10,725",691,"Yellowstone (Billings), MT - Big Horn, MT",4.10%,16.7,149.18,Medium,3/10/22
"Carter County, MT",30011,Montana,"1,252",714,"Custer, MT - Fallon, MT",0.40%,15.4,798.72,High,3/10/22
"Cascade County, MT",30013,Montana,"81,366",692,"Cascade (Great Falls), MT - Glacier, MT",2.00%,9.2,308.48,Medium,3/10/22
"Chouteau County, MT",30015,Montana,"5,635",692,"Cascade (Great Falls), MT - Glacier, MT",2.00%,9.2,35.49,Low,3/10/22
"Custer County, MT",30017,Montana,"11,402",714,"Custer, MT - Fallon, MT",0.40%,15.4,122.79,Medium,3/10/22
"Daniels County, MT",30019,Montana,"1,690",733,"Sheridan, MT - Daniels, MT",0.00%,0,59.17,Low,3/10/22
"Dawson County, MT",30021,Montana,"8,613",767,"Richland, MT - Dawson, MT",5.30%,59,197.38,High,3/10/22
"Deer Lodge County, MT",30023,Montana,"9,140",742,"Silver Bow, MT - Deer Lodge, MT",1.80%,5.6,448.58,Medium,3/10/22
"Fallon County, MT",30025,Montana,"2,846",714,"Custer, MT - Fallon, MT",0.40%,15.4,35.14,Medium,3/10/22
"Fergus County, MT",30027,Montana,"11,050",810,"Fergus, MT - Petroleum, MT",1.70%,8.7,162.9,Low,3/10/22
"Flathead County, MT",30029,Montana,"103,806",728,"Flathead, MT - Lincoln, MT",5.00%,7.3,1041.37,Medium,3/10/22
"Gallatin County, MT",30031,Montana,"114,434",773,"Gallatin and Yellowstone National Park, MT - Madison, MT",8.90%,4.9,133.7,Low,3/10/22
"Garfield County, MT",30033,Montana,"1,258",714,"Custer, MT - Fallon, MT",0.40%,15.4,158.98,Medium,3/10/22
"Glacier County, MT",30035,Montana,"13,753",692,"Cascade (Great Falls), MT - Glacier, MT",2.00%,9.2,865.27,Medium,3/10/22
"Golden Valley County, MT",30037,Montana,821,691,"Yellowstone (Billings), MT - Big Horn, MT",4.10%,16.7,0,Medium,3/10/22
"Granite County, MT",30039,Montana,"3,379",713,"Missoula, MT - Ravalli, MT",3.30%,7.5,29.59,Low,3/10/22
"Hill County, MT",30041,Montana,"16,484",712,"Hill, MT - Blaine, MT",2.30%,0,103.13,Low,3/10/22
"Jefferson County, MT",30043,Montana,"12,221",721,"Lewis and Clark, MT - Jefferson, MT",5.00%,6.8,433.68,Medium,3/10/22
"Judith Basin County, MT",30045,Montana,"2,007",692,"Cascade (Great Falls), MT - Glacier, MT",2.00%,9.2,0,Low,3/10/22
"Lake County, MT",30047,Montana,"30,458",713,"Missoula, MT - Ravalli, MT",3.30%,7.5,91.93,Low,3/10/22
"Lewis and Clark County, MT",30049,Montana,"69,432",721,"Lewis and Clark, MT - Jefferson, MT",5.00%,6.8,79.21,Low,3/10/22
"Liberty County, MT",30051,Montana,"2,337",712,"Hill, MT - Blaine, MT",2.30%,0,85.58,Low,3/10/22
"Lincoln County, MT",30053,Montana,"19,980",728,"Flathead, MT - Lincoln, MT",5.00%,7.3,140.14,Low,3/10/22
"McCone County, MT",30055,Montana,"1,664",767,"Richland, MT - Dawson, MT",5.30%,59,0,High,3/10/22
"Madison County, MT",30057,Montana,"8,600",773,"Gallatin and Yellowstone National Park, MT - Madison, MT",8.90%,4.9,58.14,Low,3/10/22
"Meagher County, MT",30059,Montana,"1,862",778,"Wheatland, MT - Meagher, MT",0.00%,0,53.71,Low,3/10/22
"Mineral County, MT",30061,Montana,"4,397",713,"Missoula, MT - Ravalli, MT",3.30%,7.5,136.46,Low,3/10/22
"Missoula County, MT",30063,Montana,"119,600",713,"Missoula, MT - Ravalli, MT",3.30%,7.5,244.15,Medium,3/10/22
"Musselshell County, MT",30065,Montana,"4,633",691,"Yellowstone (Billings), MT - Big Horn, MT",4.10%,16.7,64.75,Medium,3/10/22
"Park County, MT",30067,Montana,"16,606",756,"Park, MT - Sweet Grass, MT",1.50%,14.7,554.02,High,3/10/22
"Petroleum County, MT",30069,Montana,487,810,"Fergus, MT - Petroleum, MT",1.70%,8.7,0,Low,3/10/22
"Phillips County, MT",30071,Montana,"3,954",712,"Hill, MT - Blaine, MT",2.30%,0,252.91,Medium,3/10/22
"Pondera County, MT",30073,Montana,"5,911",692,"Cascade (Great Falls), MT - Glacier, MT",2.00%,9.2,84.59,Low,3/10/22
"Powder River County, MT",30075,Montana,"1,682",714,"Custer, MT - Fallon, MT",0.40%,15.4,178.36,Medium,3/10/22
"Powell County, MT",30077,Montana,"6,890",788,"Powell, MT",5.40%,14.5,101.6,Medium,3/10/22
"Prairie County, MT",30079,Montana,"1,077",714,"Custer, MT - Fallon, MT",0.40%,15.4,0,Medium,3/10/22
"Ravalli County, MT",30081,Montana,"43,806",713,"Missoula, MT - Ravalli, MT",3.30%,7.5,324.16,Medium,3/10/22
"Richland County, MT",30083,Montana,"10,803",767,"Richland, MT - Dawson, MT",5.30%,59,157.36,High,3/10/22
"Roosevelt County, MT",30085,Montana,"11,004",779,"Roosevelt, MT - Valley, MT",1.10%,38,245.37,High,3/10/22
"Rosebud County, MT",30087,Montana,"8,937",691,"Yellowstone (Billings), MT - Big Horn, MT",4.10%,16.7,1130.13,High,3/10/22
"Sanders County, MT",30089,Montana,"12,113",713,"Missoula, MT - Ravalli, MT",3.30%,7.5,24.77,Low,3/10/22
"Sheridan County, MT",30091,Montana,"3,309",733,"Sheridan, MT - Daniels, MT",0.00%,0,120.88,Low,3/10/22
"Silver Bow County, MT",30093,Montana,"34,915",742,"Silver Bow, MT - Deer Lodge, MT",1.80%,5.6,240.58,Medium,3/10/22
"Stillwater County, MT",30095,Montana,"9,642",691,"Yellowstone (Billings), MT - Big Horn, MT",4.10%,16.7,373.37,High,3/10/22
"Sweet Grass County, MT",30097,Montana,"3,737",756,"Park, MT - Sweet Grass, MT",1.50%,14.7,53.52,Medium,3/10/22
"Teton County, MT",30099,Montana,"6,147",692,"Cascade (Great Falls), MT - Glacier, MT",2.00%,9.2,0,Low,3/10/22
"Toole County, MT",30101,Montana,"4,736",692,"Cascade (Great Falls), MT - Glacier, MT",2.00%,9.2,126.69,Low,3/10/22
"Treasure County, MT",30103,Montana,696,691,"Yellowstone (Billings), MT - Big Horn, MT",4.10%,16.7,0,Medium,3/10/22
"Valley County, MT",30105,Montana,"7,396",779,"Roosevelt, MT - Valley, MT",1.10%,38,324.5,High,3/10/22
"Wheatland County, MT",30107,Montana,"2,126",778,"Wheatland, MT - Meagher, MT",0.00%,0,94.07,Low,3/10/22
"Wibaux County, MT",30109,Montana,969,767,"Richland, MT - Dawson, MT",5.30%,59,0,High,3/10/22
"Yellowstone County, MT",30111,Montana,"161,300",691,"Yellowstone (Billings), MT - Big Horn, MT",4.10%,16.7,187.23,Medium,3/10/22
"Adams County, NE",31001,Nebraska,"31,363",564,"Adams, NE - Clay, NE",2.10%,8.8,159.42,Low,3/10/22
"Antelope County, NE",31003,Nebraska,"6,298",577,"Madison, NE - Wayne, NE",2.80%,1.6,111.15,Low,3/10/22
"Arthur County, NE",31005,Nebraska,463,593,"Lincoln, NE - Keith, NE",4.10%,14.7,0,Medium,3/10/22
"Banner County, NE",31007,Nebraska,745,580,"Scotts Bluff, NE - Goshen, WY",2.30%,7.2,0,Low,3/10/22
"Blaine County, NE",31009,Nebraska,465,594,"Custer, NE - Valley, NE",0.00%,0,0,Low,3/10/22
"Boone County, NE",31011,Nebraska,"5,192",651,"Platte, NE - Boone, NE",1.50%,0,19.26,Low,3/10/22
"Box Butte County, NE",31013,Nebraska,"10,783",580,"Scotts Bluff, NE - Goshen, WY",2.30%,7.2,74.19,Low,3/10/22
"Boyd County, NE",31015,Nebraska,"1,919",595,"Todd, SD - Tripp, SD",0.00%,0,0,Low,3/10/22
"Brown County, NE",31017,Nebraska,"2,955",559,"Holt, NE - Brown, NE",0.40%,13.2,101.52,Medium,3/10/22
"Buffalo County, NE",31019,Nebraska,"49,659",570,"Buffalo, NE - Dawson, NE",6.20%,7.7,40.27,Low,3/10/22
"Burt County, NE",31021,Nebraska,"6,459",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,154.82,Low,3/10/22
"Butler County, NE",31023,Nebraska,"8,016",561,"Lancaster (Lincoln), NE - Gage, NE",4.00%,7.5,37.43,Low,3/10/22
"Cass County, NE",31025,Nebraska,"26,248",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,30.48,Low,3/10/22
"Cedar County, NE",31027,Nebraska,"8,402",578,"Yankton, SD - Clay, SD",2.40%,4.4,0,Low,3/10/22
"Chase County, NE",31029,Nebraska,"3,924",654,"Chase, NE - Dundy, NE",0.00%,0,25.48,Low,3/10/22
"Cherry County, NE",31031,Nebraska,"5,689",668,"Cherry, NE",0.00%,0,0,Low,3/10/22
"Cheyenne County, NE",31033,Nebraska,"8,910",741,"Laramie (Cheyenne), WY - Cheyenne, NE",4.30%,5.3,33.67,Low,3/10/22
"Clay County, NE",31035,Nebraska,"6,203",564,"Adams, NE - Clay, NE",2.10%,8.8,161.21,Low,3/10/22
"Colfax County, NE",31037,Nebraska,"10,709",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,28.01,Low,3/10/22
"Cuming County, NE",31039,Nebraska,"8,846",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,11.3,Low,3/10/22
"Custer County, NE",31041,Nebraska,"10,777",594,"Custer, NE - Valley, NE",0.00%,0,18.56,Low,3/10/22
"Dakota County, NE",31043,Nebraska,"20,026",560,"Woodbury (Sioux City), IA - Plymouth, IA",1.10%,5.8,39.95,Low,3/10/22
"Dawes County, NE",31045,Nebraska,"8,589",623,"Shannon, SD - Dawes, NE",1.30%,6.1,23.29,Low,3/10/22
"Dawson County, NE",31047,Nebraska,"23,595",570,"Buffalo, NE - Dawson, NE",6.20%,7.7,8.48,Low,3/10/22
"Deuel County, NE",31049,Nebraska,"1,794",741,"Laramie (Cheyenne), WY - Cheyenne, NE",4.30%,5.3,55.74,Low,3/10/22
"Dixon County, NE",31051,Nebraska,"5,636",560,"Woodbury (Sioux City), IA - Plymouth, IA",1.10%,5.8,70.97,Low,3/10/22
"Dodge County, NE",31053,Nebraska,"36,565",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,27.35,Low,3/10/22
"Douglas County, NE",31055,Nebraska,"571,327",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,68.79,Low,3/10/22
"Dundy County, NE",31057,Nebraska,"1,693",654,"Chase, NE - Dundy, NE",0.00%,0,0,Low,3/10/22
"Fillmore County, NE",31059,Nebraska,"5,462",658,"Fillmore, NE - Thayer, NE",0.00%,9.6,18.31,Low,3/10/22
"Franklin County, NE",31061,Nebraska,"2,979",570,"Buffalo, NE - Dawson, NE",6.20%,7.7,0,Low,3/10/22
"Frontier County, NE",31063,Nebraska,"2,627",570,"Buffalo, NE - Dawson, NE",6.20%,7.7,0,Low,3/10/22
"Furnas County, NE",31065,Nebraska,"4,676",616,"Phelps, NE - Furnas, NE",0.00%,5.9,21.39,Low,3/10/22
"Gage County, NE",31067,Nebraska,"21,513",561,"Lancaster (Lincoln), NE - Gage, NE",4.00%,7.5,27.89,Low,3/10/22
